Unnamed: 0,create_age(months),expiry_age(months),update_age(days),URL,Label,url_l,url_dot_qty,url_hyphen_qty,url_underline_qty,url_slash_qty,url_question_qty,url_equals_qty,url_at_qty,url_and_qty,url_exclamation_qty,url_tilde_qty,url_comma_qty,url_plus_qty,url_asterisk_qty,url_hashtag_qty,url_percent_qty,domain_length,domain_dot_qty,domain_hyphen_qty,path_length_qty,path_dot_qty,path_hyphen_qty,param_length,domain_in_ip,domain_has_client_server,domain_vowel_qty,tld_length
3660,-1,-1,-1,http://trueaussielocal.com.au/secur.loginsupin/b9785326c31d4d9abead8e9...,,73,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,22,2,0,44,4,0,0,0,0,11,6
2560,-1,-1,-1,http://www.bluestonesmb.co.za/js/theme2/theme...,,48,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,3,0,19,3,0,0,0,0,6,5
3069,191,49,327,http://www.coffeemaria.com/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,7,3
280,142,2,306,http://www.vucadd.com/...,,25,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,4,3,0,0,0,0,3,3
5275,213,39,628,http://www.anettes.com/...,,26,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,4,3,0,0,0,0,4,3
3188,209,60,13,http://www.careerlaunchresumes.com/...,,38,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,27,2,0,4,3,0,0,0,0,9,3
6882,-1,-1,-1,http://kus.sollers-distribution.pl/doc20161/index.php...,,56,6,1,0,4,0,0,0,0,0,0,0,0,0,0,0,27,2,1,22,4,0,0,0,0,8,2
5590,206,10,56,http://artilect.org/...,,23,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,12,1,0,4,3,0,0,0,0,4,3
4190,193,11,467,http://www.aaasoftware-ezine.com/...,,36,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,25,2,1,4,3,0,0,0,0,10,3
1367,127,41,1865,http://www.shobiziems.com/doctopdf/sess/...,,43,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2,0,18,3,0,0,0,0,5,3
306,-1,-1,-1,http://myliverpoolfc.org/...,,28,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,1,0,4,3,0,0,0,0,5,3
6611,163,17,61,http://www.freshcleanday.com/...,,32,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,2,0,4,3,0,0,0,0,5,3
5298,229,11,31,http://1501broadway.com/...,,27,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,1,0,4,3,0,0,0,0,4,3
113,7,5,198,http://www.emalbosaat.com/system/logs/aol/...,,45,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,2,0,20,3,0,0,0,0,6,3
6826,85,11,21,http://www.cicla.org/ltunesconnect/apple.id/update/customer/service/lo...,,73,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,13,2,0,53,4,0,0,0,0,3,3
6455,133,11,403,http://citymancs.com/...,,24,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,1,0,4,3,0,0,0,0,3,3
2195,36,12,10,http://chanderarora.com/hahalas/draft/index.htm...,,50,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,1,0,27,4,0,0,0,0,6,3
1403,202,26,326,http://www.grandstandsports.com/...,,35,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,2,0,4,3,0,0,0,0,4,3
5537,2,-1,75,http://agricole-service.fr/particuliers/security/g2e36g_information/up...,,73,4,1,1,6,0,0,0,0,0,0,0,0,0,0,0,19,1,1,47,3,0,0,0,0,7,2
3133,-1,-1,-1,http://evangelistaadvogados.com.br/newdrop/deiswe/dpbx...,,57,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,27,2,0,23,3,0,0,0,0,10,6
1295,5,19,165,http://compasschildrenscharity.org.uk/wp-admin/images/login.alibaba.co...,,73,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,30,2,0,36,5,1,0,0,0,8,6
9,160,8,891,http://www.dlcomp.com/images/Fine/DpBoxtbtrich/dropbox/index.php...,,67,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,14,2,0,46,4,0,0,0,0,2,3
5146,184,20,143,http://www.vectorkids.com/...,,29,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,3,0,0,0,0,4,3
6902,278,82,443,http://www.reuters.com/...,,26,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,4,3,0,0,0,0,4,3
5729,250,14,479,http://www.net-temps.com/...,,28,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,1,4,3,0,0,0,0,3,3
374,-1,-1,-1,http://semicond.ysu.am/kd/...,,29,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,2,0,7,3,0,0,0,0,5,2
2737,-1,-1,-1,http://examallindia.com/usaafixedkossowafriend/...,,50,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,1,0,27,3,0,0,0,0,7,3
2262,124,8,108,http://muftela.com/alibaba/index.php?email=abuse@aliyun.co&amp;.rand=1...,,73,7,0,0,4,1,2,1,1,0,0,0,0,0,0,0,11,1,0,18,1,0,2,0,0,4,3
1219,-1,-1,-1,http://math.sun.ac.za/~prodinger/...,,36,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,14,3,0,15,3,0,0,0,0,4,5
121,-1,-1,-1,http://diarplast.com.ar/assets/frontend/onepage/img/nD/index.php...,,67,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,16,2,0,44,4,0,0,0,0,5,6
1609,226,14,8,http://secure.square.login-zxey.usa.cc/account/app/svc/login.html...,,68,8,1,0,6,0,0,0,0,0,0,0,0,0,0,0,31,4,1,30,4,0,0,0,0,11,2
4000,228,0,364,http://www.press-enterprise.com/nie/...,,39,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,24,2,1,8,3,0,0,0,0,6,3
5089,241,35,2242,http://www.dough-to-go.com/...,,30,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,2,4,3,0,0,0,0,5,3
3603,168,0,182,http://paradiseroasters.com/...,,31,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20,1,0,4,3,0,0,0,0,8,3
4923,37,59,36,http://hotelabhashree.com/img/icon.png/8b79d7cbfe815fdaa67122cd3e5c3d3...,,73,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,1,0,48,4,0,0,0,0,7,3
3589,78,6,776,http://www.hydroservis.pl/administrator/gdoc/4f42bdd5b786bbfdaed19b409...,,73,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2,0,48,3,0,0,0,0,3,2
1136,224,4,171,http://www.djnewswires.com/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,4,3
3713,94,2,-1,http://navigat-service.ru/CIBCOnline%20olbtxn%20Authentication%20SignO...,,73,4,1,0,3,0,0,0,0,0,0,0,0,0,0,3,18,1,1,48,3,0,0,0,0,7,2
2572,54,54,206,http://www.woodpilebbq.com/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,5,3
6209,257,7,190,http://www.topix.com/business...,,32,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,2,0,12,3,0,0,0,0,3,3
1661,177,51,483,http://www.rudralife.com/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,5,3
2273,-1,-1,-1,http://www.bbc.co.uk/sport/football/teams/manchester-united...,,62,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,13,3,0,42,3,1,0,0,0,2,5
4753,58,14,-1,http://servicepaypal-co.myjino.ru/payuk/fd42cc34a1c4b7a02a7cb4dbe6a0f0...,,73,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,26,2,1,40,3,0,0,0,0,9,2
13,2,10,67,http://integratedhost.com/update/gmail/login.php?l=_JeHFUq_VJOXK0QWHto...,,73,5,0,2,5,1,1,0,0,0,0,0,0,0,0,0,18,1,0,23,1,0,1,0,0,6,3
2571,256,20,445,http://www.kiplinger.com/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,4,3
4261,204,6,194,http://www.perfumedistributor.com/...,,37,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,2,0,4,3,0,0,0,0,8,3
1824,200,4,241,http://www.costablancacup.com/...,,33,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,2,0,4,3,0,0,0,0,6,3
3760,3,9,3,http://www.fasonery.net/office11/...,,36,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,16,2,0,13,3,0,0,0,0,4,3
5864,37,11,23,http://prodep.org/server/orgg/bidtx/...,,39,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,10,1,0,22,3,0,0,0,0,3,3
3517,-1,4,-1,http://indiaimage.nic.in/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,8,6
3385,179,13,333,http://consc.net/misc/clerihews.html...,,39,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,1,0,23,4,0,0,0,0,2,3
3130,-1,-1,-1,http://imzabilgisayar.com.tr/wp-content/themes/imza/design/1c724669d7c...,,73,5,1,0,7,0,0,0,0,0,0,0,0,0,0,0,21,2,0,45,3,1,0,0,0,7,6
928,233,55,1818,http://www.boppy.com/...,,24,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,2,0,4,3,0,0,0,0,2,3
2104,-1,-1,-1,http://paypal.com.update.account.suspend.information.p2837486978290129...,,73,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,66,9,0,0,-1,-1,0,0,0,16,0
6421,204,0,81,http://www.tcbsupply.com/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,2,3
3236,199,5,251,http://www.cyberiapc.com/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,4,3
4868,-1,-1,-1,http://www.peaceinstitute.hawaii.edu/...,,40,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,3,0,4,3,0,0,0,0,13,3
1825,-1,-1,-1,https://www.cparts.portal-ministe.com/-/www.impots.gouv.fr/file/...,,67,9,2,0,6,0,0,0,0,0,0,0,0,0,0,0,29,3,1,30,6,1,0,0,0,7,3
447,9,15,285,http://gotmilkpharmacy-cc.com/admin/gdoc/es/...,,47,4,1,0,6,0,0,0,0,0,0,0,0,0,0,0,22,1,1,18,3,0,0,0,0,5,3
4791,228,12,408,http://www.discountwines.com/...,,32,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,2,0,4,3,0,0,0,0,6,3
570,-1,-1,-1,http://www.lesvosmuseum.gr/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,5,2
5085,5,7,62,http://www.top10filmy.com/index/74f76897a7b11fd0edd3579e988d477a/dcc54...,,73,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2,0,48,3,0,0,0,0,3,3
2390,230,34,723,http://www.bountyhunterwine.com/...,,35,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,2,0,4,3,0,0,0,0,7,3
2606,222,65,1121,http://www.setindia.com/...,,27,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,2,0,4,3,0,0,0,0,5,3
6916,40,8,112,http://www.sexarchive.info/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,6,4
4433,61,11,382,http://www.eastlancsblues.co.uk/...,,35,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,3,0,4,3,0,0,0,0,7,5
2567,6,6,188,http://update-account-information-pp-case.easyway-jo.com/Update-Your-A...,,73,5,7,0,3,0,0,0,0,0,0,0,0,0,0,0,49,2,5,17,3,2,0,0,0,18,3
5664,-1,-1,-1,http://homepages.feis.herts.ac.uk/~comqejb/algspec/pr.html...,,61,8,0,0,5,0,0,0,0,0,1,0,0,0,0,0,26,4,0,28,4,0,0,0,0,9,5
66,-1,-1,-1,http://www.yarracoffee.com.au/...,,33,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,3,0,4,3,0,0,0,0,8,6
2022,-1,-1,-1,http://www.colorado.edu/MCEN/flowvis/...,,40,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,2,0,17,3,0,0,0,0,6,3
4020,-1,-1,-1,http://confirmpage50.at.ua/incorrect_email.html...,,50,6,0,1,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,24,4,0,0,0,0,7,2
3993,195,9,613,http://www.conferencealerts.com/peace.htm...,,44,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,2,0,13,4,0,0,0,0,7,3
5470,-1,-1,-1,http://transportesst.com.br/outphp.newlook.gb/...,,49,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,2,0,22,5,0,0,0,0,4,6
89,-1,-1,-1,http://dekanas.eu/delivery/ussaa/www_usaa_come/inetlogon/servelet_usaa...,,73,4,0,3,7,0,0,0,0,0,0,0,0,0,0,0,10,1,0,56,3,0,0,0,0,5,2
4156,-1,-1,-1,http://jadwigaorunia.gda.pl/wp-content/upgrade/A/M/A/Z/O/N/...,,62,5,1,0,11,0,0,0,0,0,0,0,0,0,0,0,20,2,0,35,3,1,0,0,0,8,2
6854,-1,-1,-1,http://www.news.com.au/business/...,,35,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15,3,0,13,3,0,0,0,0,4,6
4966,259,77,353,http://groups.yahoo.com/group/univalg/...,,41,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,16,2,0,18,3,0,0,0,0,6,3
1990,-1,-1,-1,http://ezeebookkeeping.com.au/classes/Gdoccc/index.php...,,57,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,2,0,28,4,0,0,0,0,11,6
4364,5,19,165,http://compasschildrenscharity.org.uk/wp-admin/images/login.alibaba.co...,,73,7,1,0,5,0,0,0,0,0,0,0,0,0,0,0,30,2,0,36,5,1,0,0,0,8,6
6714,128,4,246,http://www.bumet.net/data/data/data/...,,39,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,13,2,0,19,3,0,0,0,0,3,3
2840,164,4,273,http://www.beta-theta.com/Maths.html...,,39,6,1,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,1,14,4,0,0,0,0,5,3
2331,134,10,433,http://www.leicester.vitalfootball.co.uk/...,,44,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,33,4,0,4,3,0,0,0,0,11,5
2177,226,17,208,http://www.helengrace.com/...,,29,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,3,0,0,0,0,5,3
2464,12,12,9,http://www.transylvaniaweb.com/wp-content/themes/Divi/.r6/secure/TWpVM...,,73,6,1,0,8,0,0,0,0,0,0,0,0,0,0,0,23,2,0,43,4,1,0,0,0,6,3
4464,219,21,1237,http://www.asiaasset.com/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,6,3
3297,-1,-1,-1,http://nuli-toys.co.il/wp-includes/pomo/data/b44f2c68538620607981644f2...,,73,5,2,0,6,0,0,0,0,0,0,0,0,0,0,0,15,2,1,51,3,1,0,0,0,5,5
1218,13,11,73,http://babyjalaibee.com/wp-content/plugins/cresta-social-share-counter...,,73,4,4,0,5,0,0,0,0,0,0,0,0,0,0,0,16,1,0,50,3,4,0,0,0,7,3
876,123,9,98,http://www.oldfootballshirts.com/en/teams/l/liverpool/old-liverpool-football-shirts-t10.html...,,95,6,4,0,7,0,0,0,0,0,0,0,0,0,0,0,25,2,0,63,4,4,0,0,0,6,3
2113,120,96,404,http://texstarpt.com/capitalone360/1828f3018f587120ac5361a9c61e67e5/in...,,73,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,1,0,53,3,0,0,0,0,3,3
6022,43,5,176,http://www.styleagogotruck.com/pp/041994226cbce9b021bb85345bdea555/ind...,,73,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,23,2,0,43,3,0,0,0,0,6,3
4141,-1,-1,-1,http://e-techgroup.com.au/zz10/jcastle/online.htm...,,52,6,1,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2,1,27,4,0,0,0,0,7,6
4343,232,8,502,http://www.newsnow.co.uk/h/Sport/Football/Premier+League/Leicester+City...,,74,6,0,0,7,0,0,0,0,0,0,0,2,0,0,0,17,3,0,50,3,0,0,0,0,4,5
2661,237,15,130,http://zoomtv.indiatimes.com/...,,32,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,2,0,4,3,0,0,0,0,8,3
3469,152,4,256,http://www.zentralblatt-math.org/zbmath/...,,43,5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,25,2,1,11,3,0,0,0,0,5,3
2720,190,38,1671,http://thevictortrumpercricketboard.yuku.com/...,,48,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,37,2,0,4,3,0,0,0,0,12,3
3730,198,30,375,http://www.carnegiecouncil.org/...,,34,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,2,0,4,3,0,0,0,0,8,3
5444,13,11,30,http://grabislam.com/woe/db/b65b13b0995636f1f831a179c5ee15f4...,,63,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,1,0,43,3,0,0,0,0,4,3
4903,9,4,112,http://harbiyeacikhava.com/autnumgmail/gmail/connect_i.php...,,61,5,0,1,5,0,0,0,0,0,0,0,0,0,0,0,19,1,0,35,4,0,0,0,0,8,3
5432,56,4,243,http://godumbusa.com/culipdrixmx27z0/index.php...,,49,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,1,0,29,4,0,0,0,0,5,3
4339,223,17,271,http://www.walkon.com/...,,25,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,2,0,4,3,0,0,0,0,3,3
1393,-1,-1,-1,http://costurabrasilmaquinas.com.br/site/media/10.php...,,56,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,28,2,0,21,4,0,0,0,0,10,6
2922,218,34,860,http://www.121music.com/...,,27,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,2,0,4,3,0,0,0,0,3,3
6007,140,16,14,http://www.tallahasseespeechcenter.com/wp-content/uploads/2015/13/payu...,,73,5,1,0,7,0,0,0,0,0,0,0,0,0,0,0,31,2,0,35,3,1,0,0,0,10,3
6824,194,10,87,http://www.computertim.com/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,5,3
6119,-1,-1,-1,http://www.meada.pl/ourtime/v3/member.htm...,,44,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,12,2,0,25,4,0,0,0,0,3,2
4122,-1,-1,-1,http://www.intuitivaeventos.com.br/mgs/es...,,44,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,27,3,0,10,3,0,0,0,0,9,6
3696,-1,-1,-1,http://www.cs.unc.edu/~taylorr/...,,34,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,14,3,0,13,3,0,0,0,0,3,3
2089,-1,10,1145,http://iepedrooctavioamado.edu.co/logs/logon.htm...,,51,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,2,0,18,4,0,0,0,0,14,6
4454,20,4,196,http://bmorrison.hickoryground.com.inews.report/ni/e4bea1e585910da8f8f...,,73,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,40,4,0,26,3,0,0,0,0,12,6
6736,45,3,220,http://globepropertyservices.co.uk/components/com_banners/excel/0f062e...,,73,5,0,1,6,0,0,0,0,0,0,0,0,0,0,0,27,2,0,39,3,0,0,0,0,9,5
5405,27,21,74,http://numeralmarca.com/filewords...,,36,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,1,0,13,3,0,0,0,0,6,3
653,198,6,195,http://www.ogjexchange.com/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,5,3
4642,-1,-1,-1,http://verify.security.google-policy.us.equipamentosac.com.br/verifica...,,73,9,1,0,3,0,0,0,0,0,0,0,0,0,0,0,54,6,1,12,3,0,0,0,0,19,6
5442,35,1,347,http://repair-discovery-management.fulba.com/index.htm...,,57,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,37,2,2,13,4,0,0,0,0,13,3
4963,156,12,394,http://www.aidemocracy.org/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,6,3
346,18,6,191,http://www.phauthuatngucuytin.com/libraries/conejo3/websc-login.php?go...,,73,6,1,0,5,1,0,0,0,0,0,0,0,0,0,0,26,2,0,34,1,1,0,0,0,8,3
47,107,64,1283,http://www.mathisfunforum.com/...,,33,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,22,2,0,4,3,0,0,0,0,6,3
5722,-1,-1,-1,http://ganiinc.co.za/abdominsubommc/drop/wdd...,,47,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,13,2,0,27,3,0,0,0,0,5,5
1785,-1,-1,-1,http://privation-use.at.ua/page-welcome.html...,,47,6,2,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,1,21,4,1,0,0,0,9,2
233,5,7,62,http://www.top10filmy.com/index/233c2d9b5768b4676472c4fe0a18cc3d/9f18d...,,73,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,18,2,0,48,3,0,0,0,0,3,3
6581,71,1,1075,http://www.metrospineandsport.com/img/ells/index.php...,,55,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,2,0,22,4,0,0,0,0,7,3
1551,-1,-1,-1,http://www.evangelistaadvogados.com.br/site/wp-admin/user/share105pdf/...,,73,6,1,0,7,0,0,0,0,0,0,0,0,0,0,0,31,3,0,35,3,1,0,0,0,10,6
5119,-1,-1,-1,http://www.klubkids.com.br/dex-2/upgrade/account/dave...,,56,6,1,0,6,0,0,0,0,0,0,0,0,0,0,0,19,3,0,30,3,1,0,0,0,3,6
357,208,8,71,http://www.mcdonald.org.uk/StegFS/...,,37,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,19,3,0,11,3,0,0,0,0,4,6
3376,99,9,16,http://sugardannys.com/...,,26,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,1,0,4,3,0,0,0,0,4,3
6470,111,9,91,http://gowebtools.com/bobs/5c112fb66892521da01965bc83b93258/...,,63,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,1,0,42,3,0,0,0,0,5,3
255,226,14,8,http://hiroba.dqx.jp.iouzy.usa.cc/account/app/svc/login.html...,,63,9,0,0,6,0,0,0,0,0,0,0,0,0,0,0,26,5,0,30,4,0,0,0,0,8,2
3366,221,7,1301,http://www.lotionpuff.com/...,,29,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,3,0,0,0,0,5,3
6679,-1,2,-1,http://www.iiciftsa.com.mx/arb/3D/f58a5bfb229617d8c4c30fa8ad52e834/...,,70,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,3,0,44,3,0,0,0,0,5,6
5423,207,117,86,http://www.luentai.com/...,,26,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,15,2,0,4,3,0,0,0,0,5,3
1603,139,5,-1,http://luxard.ru/CIBCOnline%20olbtxn%20Authentication%20SignOn%20cibc/...,,73,4,0,0,4,0,0,0,0,0,0,0,0,0,0,4,9,1,0,57,3,0,0,0,0,3,2
164,191,1,733,http://www.memorialcards.co.uk/...,,34,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,23,3,0,4,3,0,0,0,0,7,5
5186,89,7,150,http://northamericaniron.com/Secuirtyservices/SecuirtyServices/eb5f891...,,73,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,21,1,0,45,3,0,0,0,0,8,3
1736,3,9,19,http://edu.adminupdate.net/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,8,3
1660,171,9,99,http://www.ajitjalandhar.com/...,,32,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,2,0,4,3,0,0,0,0,6,3
468,171,57,110,http://www.highcountrycoffee.com/...,,36,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,25,2,0,4,3,0,0,0,0,7,3
5184,190,2,323,http://www.skinanapothecary.com/...,,35,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,24,2,0,4,3,0,0,0,0,7,3
4168,-1,-1,-1,http://www.farmafocus.com.br/one/dropbox...,,43,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,21,3,0,15,3,0,0,0,0,5,6
1487,17,7,158,http://www.perlabsshipping.com/update-your-account-information/17c1ade...,,73,5,3,0,4,0,0,0,0,0,0,0,0,0,0,0,23,2,0,43,3,3,0,0,0,5,3
3640,225,27,876,http://www.bibsocamer.org/...,,29,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,3,0,0,0,0,5,3
1777,-1,-1,-1,http://www3.cs.stonybrook.edu/~algorith/...,,43,6,0,0,4,0,0,0,0,0,1,0,0,0,0,0,22,3,0,14,3,0,0,0,0,5,3
4365,-1,-1,-1,http://horim-bekesher.co.il/review/nab.com.au/nab.html?https://ib.nab....,,73,10,1,0,7,1,0,0,0,0,0,0,0,0,0,0,20,2,1,27,3,0,0,0,0,7,5
1790,247,5,564,http://www.wineaccess.com/...,,29,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,2,0,4,3,0,0,0,0,5,3
6582,4,32,60,http://nukestudio.org/huoxiaodong.org/newdocs/...,,49,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,1,0,28,4,0,0,0,0,6,3
4542,7,5,187,http://www.travelcaredesk.com/code/GD/...,,41,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,2,0,12,3,0,0,0,0,6,3
4225,192,23,86,http://ohoriscoffee.com/...,,27,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,1,0,4,3,0,0,0,0,7,3
4810,12,0,4,http://msxserve.myfcmb.com/dcm/g/connect_i.php...,,49,6,0,1,5,0,0,0,0,0,0,0,0,0,0,0,19,2,0,23,4,0,0,0,0,3,3
291,191,73,795,http://www.houseparent.net/...,,30,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,2,0,4,3,0,0,0,0,6,3
6248,-1,-1,-1,http://www.math.harvard.edu/~ctm/courses.html...,,48,7,0,0,4,0,0,0,0,0,1,0,0,0,0,0,20,3,0,21,4,0,0,0,0,5,3
4782,13,11,109,http://www.skytechslv.com/logs/i/q/...,,38,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,18,2,0,13,3,0,0,0,0,2,3
232,-1,-1,-1,http://www.realmadrid.dk/...,,28,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,0,4,3,0,0,0,0,4,2
2928,152,4,171,http://www.normanloveconfections.com/...,,40,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,29,2,0,4,3,0,0,0,0,9,3
4072,210,6,174,http://www.delhi-ivf.com/...,,28,5,1,0,3,0,0,0,0,0,0,0,0,0,0,0,17,2,1,4,3,0,0,0,0,4,3
3143,-1,-1,-1,http://silveirapiresadvogados.com.br/tast/confirm.php?session_id=sdvnw...,,73,6,0,1,4,1,1,0,0,0,0,0,0,0,0,0,29,2,0,17,1,0,1,0,0,11,6
